SAMPLE_ID,PAR_NAME,INDEX,PAR_VALUE
0,vac_rate,0,55484.000000
0,vac_protect_duration,0,96.000000
0,vac_dist,0,0.215602
0,vac_dist,1,0.534303
0,vac_dist,2,0.003789
0,vac_dist,3,0.246307
0,vac_efficacy,0,0.900000
0,vac_t_year_offset,0,0.000000
0,vac_t_year_length,0,48.000000
0,n_age_vac,0,10.000000
0,vac_t_freq,0,1.000000
0,reg_import_scale,0,1.000000
0,vac_identifiable,0,0.000000
0,vac_prop,0,0.215602
0,vac_prop,1,0.534303
0,vac_prop,2,0.00378876
0,vac_prop,3,0.246307
1,vac_rate,0,55484.000000
1,vac_protect_duration,0,96.000000
1,vac_dist,0,0.203663
1,vac_dist,1,0.499477
1,vac_dist,2,0.006370
1,vac_dist,3,0.290490
1,vac_efficacy,0,0.900000
1,vac_t_year_offset,0,0.000000
1,vac_t_year_length,0,48.000000
1,n_age_vac,0,10.000000
1,vac_t_freq,0,1.000000
1,reg_import_scale,0,1.000000
1,vac_identifiable,0,0.000000
1,vac_prop,0,0.203663
1,vac_prop,1,0.499477
1,vac_prop,2,0.00636975
1,vac_prop,3,0.29049
2,vac_rate,0,55484.000000
2,vac_protect_duration,0,96.000000
2,vac_dist,0,0.077115
2,vac_dist,1,0.727203
2,vac_dist,2,0.016695
2,vac_dist,3,0.178987
2,vac_efficacy,0,0.900000
2,vac_t_year_offset,0,0.000000
2,vac_t_year_length,0,48.000000
2,n_age_vac,0,10.000000
2,vac_t_freq,0,1.000000
2,reg_import_scale,0,1.000000
2,vac_identifiable,0,0.000000
2,vac_prop,0,0.0771148
2,vac_prop,1,0.727203
2,vac_prop,2,0.0166952
2,vac_prop,3,0.178987
3,vac_rate,0,55484.000000
3,vac_protect_duration,0,96.000000
3,vac_dist,0,0.219205
3,vac_dist,1,0.543524
3,vac_dist,2,0.052409
3,vac_dist,3,0.184862
3,vac_efficacy,0,0.900000
3,vac_t_year_offset,0,0.000000
3,vac_t_year_length,0,48.000000
3,n_age_vac,0,10.000000
3,vac_t_freq,0,1.000000
3,reg_import_scale,0,1.000000
3,vac_identifiable,0,0.000000
3,vac_prop,0,0.219205
3,vac_prop,1,0.543524
3,vac_prop,2,0.0524092
3,vac_prop,3,0.184862
4,vac_rate,0,55484.000000
4,vac_protect_duration,0,96.000000
4,vac_dist,0,0.273565
4,vac_dist,1,0.417311
4,vac_dist,2,0.011388
4,vac_dist,3,0.297736
4,vac_efficacy,0,0.900000
4,vac_t_year_offset,0,0.000000
4,vac_t_year_length,0,48.000000
4,n_age_vac,0,10.000000
4,vac_t_freq,0,1.000000
4,reg_import_scale,0,1.000000
4,vac_identifiable,0,0.000000
4,vac_prop,0,0.273565
4,vac_prop,1,0.417311
4,vac_prop,2,0.0113878
4,vac_prop,3,0.297736
5,vac_rate,0,55484.000000
5,vac_protect_duration,0,96.000000
5,vac_dist,0,0.323686
5,vac_dist,1,0.431757
5,vac_dist,2,0.029353
5,vac_dist,3,0.215204
5,vac_efficacy,0,0.900000
5,vac_t_year_offset,0,0.000000
5,vac_t_year_length,0,48.000000
5,n_age_vac,0,10.000000
5,vac_t_freq,0,1.000000
