OPTIM_ID,STEP_ID,PARTICLE_ID,PAR_NAME,INDEX,PAR_VALUE
0,0,0,vac_dist,0,0.81594
0,0,0,vac_dist,1,0.11103
0,0,0,vac_dist,2,0.0636991
0,0,0,vac_dist,3,0.0093307
0,0,1,vac_dist,0,0.0219808
0,0,1,vac_dist,1,0.83894
0,0,1,vac_dist,2,0.115716
0,0,1,vac_dist,3,0.0233638
0,0,2,vac_dist,0,0.211406
0,0,2,vac_dist,1,0.0023829
0,0,2,vac_dist,2,0.731058
0,0,2,vac_dist,3,0.0551538
0,0,3,vac_dist,0,0.158349
0,0,3,vac_dist,1,0.482095
0,0,3,vac_dist,2,0.0704856
0,0,3,vac_dist,3,0.28907
0,0,4,vac_dist,0,0.712655
0,0,4,vac_dist,1,0.0217727
0,0,4,vac_dist,2,0.108257
0,0,4,vac_dist,3,0.157315
0,0,5,vac_dist,0,0.582561
0,0,5,vac_dist,1,0.109733
0,0,5,vac_dist,2,0.268611
0,0,5,vac_dist,3,0.0390945
0,0,6,vac_dist,0,0.380575
0,0,6,vac_dist,1,0.256616
0,0,6,vac_dist,2,0.0572749
0,0,6,vac_dist,3,0.305533
0,0,7,vac_dist,0,0.321085
0,0,7,vac_dist,1,0.118486
0,0,7,vac_dist,2,0.0670557
0,0,7,vac_dist,3,0.493374
0,0,8,vac_dist,0,0.777164
0,0,8,vac_dist,1,0.0860039
0,0,8,vac_dist,2,0.0457244
0,0,8,vac_dist,3,0.0911073
0,0,9,vac_dist,0,0.375835
0,0,9,vac_dist,1,0.0605862
0,0,9,vac_dist,2,0.218124
0,0,9,vac_dist,3,0.345455
0,0,10,vac_dist,0,0.170806
0,0,10,vac_dist,1,0.526789
0,0,10,vac_dist,2,0.140957
0,0,10,vac_dist,3,0.161448
0,0,11,vac_dist,0,0.631392
0,0,11,vac_dist,1,0.0545403
0,0,11,vac_dist,2,0.112721
0,0,11,vac_dist,3,0.201347
0,0,12,vac_dist,0,0.425113
0,0,12,vac_dist,1,0.0415968
0,0,12,vac_dist,2,0.214206
0,0,12,vac_dist,3,0.319084
0,0,13,vac_dist,0,0.19119
0,0,13,vac_dist,1,0.591841
0,0,13,vac_dist,2,0.0240037
0,0,13,vac_dist,3,0.192966
0,0,14,vac_dist,0,0.308816
0,0,14,vac_dist,1,0.123741
0,0,14,vac_dist,2,0.353195
0,0,14,vac_dist,3,0.214248
0,0,15,vac_dist,0,0.124914
0,0,15,vac_dist,1,0.402624
0,0,15,vac_dist,2,0.411059
0,0,15,vac_dist,3,0.0614025
0,0,16,vac_dist,0,0.230613
0,0,16,vac_dist,1,0.490705
0,0,16,vac_dist,2,0.00741532
0,0,16,vac_dist,3,0.271267
0,0,17,vac_dist,0,0.720156
0,0,17,vac_dist,1,0.0889147
0,0,17,vac_dist,2,0.110549
0,0,17,vac_dist,3,0.0803809
0,0,18,vac_dist,0,0.181089
0,0,18,vac_dist,1,0.0103962
0,0,18,vac_dist,2,0.706841
0,0,18,vac_dist,3,0.101674
0,0,19,vac_dist,0,0.225857
0,0,19,vac_dist,1,0.248737
0,0,19,vac_dist,2,0.42448
0,0,19,vac_dist,3,0.100926
0,0,20,vac_dist,0,0.366903
0,0,20,vac_dist,1,0.0979981
0,0,20,vac_dist,2,0.156634
0,0,20,vac_dist,3,0.378464
0,0,21,vac_dist,0,0.072936
0,0,21,vac_dist,1,0.127838
0,0,21,vac_dist,2,0.689724
0,0,21,vac_dist,3,0.109503
0,0,22,vac_dist,0,0.0555638
0,0,22,vac_dist,1,0.431996
0,0,22,vac_dist,2,0.432532
0,0,22,vac_dist,3,0.0799081
0,0,23,vac_dist,0,0.0233886
0,0,23,vac_dist,1,0.304413
0,0,23,vac_dist,2,0.531201
0,0,23,vac_dist,3,0.140998
0,0,24,vac_dist,0,0.0621378
0,0,24,vac_dist,1,0.0400633
0,0,24,vac_dist,2,0.130947
0,0,24,vac_dist,3,0.766852
0,0,25,vac_dist,0,0.270335
0,0,25,vac_dist,1,0.32004
0,0,25,vac_dist,2,0.31277
0,0,25,vac_dist,3,0.0968552
0,0,26,vac_dist,0,0.164795
0,0,26,vac_dist,1,0.385628
0,0,26,vac_dist,2,0.175963
0,0,26,vac_dist,3,0.273614
0,0,27,vac_dist,0,0.0616108
0,0,27,vac_dist,1,0.459514
0,0,27,vac_dist,2,0.042269
0,0,27,vac_dist,3,0.436606
0,0,28,vac_dist,0,0.0452758
0,0,28,vac_dist,1,0.382791
0,0,28,vac_dist,2,0.14506
0,0,28,vac_dist,3,0.426873
0,0,29,vac_dist,0,0.521649
0,0,29,vac_dist,1,0.132594
0,0,29,vac_dist,2,0.120844
0,0,29,vac_dist,3,0.224913
0,0,30,vac_dist,0,0.305606
0,0,30,vac_dist,1,0.0218871
0,0,30,vac_dist,2,0.500555
0,0,30,vac_dist,3,0.171951
0,0,31,vac_dist,0,0.217463
0,0,31,vac_dist,1,0.156359
0,0,31,vac_dist,2,0.0859775
0,0,31,vac_dist,3,0.540201
0,0,32,vac_dist,0,0.101562
0,0,32,vac_dist,1,0.437841
0,0,32,vac_dist,2,0.341669
0,0,32,vac_dist,3,0.118927
0,0,33,vac_dist,0,0.0195039
0,0,33,vac_dist,1,0.197241
0,0,33,vac_dist,2,0.288208
0,0,33,vac_dist,3,0.495047
0,0,34,vac_dist,0,0.148062
0,0,34,vac_dist,1,0.187011
0,0,34,vac_dist,2,0.203048
0,0,34,vac_dist,3,0.46188
0,0,35,vac_dist,0,0.43622
0,0,35,vac_dist,1,0.265778
0,0,35,vac_dist,2,0.0625543
0,0,35,vac_dist,3,0.235448
0,0,36,vac_dist,0,0.160654
0,0,36,vac_dist,1,0.0272466
0,0,36,vac_dist,2,0.226381
0,0,36,vac_dist,3,0.585719
0,0,37,vac_dist,0,0.263398
0,0,37,vac_dist,1,0.359866
0,0,37,vac_dist,2,0.153951
0,0,37,vac_dist,3,0.222785
0,0,38,vac_dist,0,0.310206
0,0,38,vac_dist,1,0.114425
0,0,38,vac_dist,2,0.474929
0,0,38,vac_dist,3,0.10044
0,0,39,vac_dist,0,0.402667
0,0,39,vac_dist,1,0.307884
0,0,39,vac_dist,2,0.13905
0,0,39,vac_dist,3,0.1504
0,0,40,vac_dist,0,0.111446
0,0,40,vac_dist,1,0.0594545
0,0,40,vac_dist,2,0.497673
0,0,40,vac_dist,3,0.331427
0,0,41,vac_dist,0,0.011302
0,0,41,vac_dist,1,0.180462
0,0,41,vac_dist,2,0.0863819
0,0,41,vac_dist,3,0.721855
0,0,42,vac_dist,0,0.00320551
0,0,42,vac_dist,1,0.000990255
0,0,42,vac_dist,2,0.187127
0,0,42,vac_dist,3,0.808677
0,0,43,vac_dist,0,0.240261
0,0,43,vac_dist,1,0.109128
0,0,43,vac_dist,2,0.0533528
0,0,43,vac_dist,3,0.597258
0,0,44,vac_dist,0,0.276674
0,0,44,vac_dist,1,0.474704
0,0,44,vac_dist,2,0.000477013
0,0,44,vac_dist,3,0.248145
0,0,45,vac_dist,0,0.350844
0,0,45,vac_dist,1,0.389508
0,0,45,vac_dist,2,0.177227
0,0,45,vac_dist,3,0.082421
0,0,46,vac_dist,0,0.121025
0,0,46,vac_dist,1,0.267868
0,0,46,vac_dist,2,0.0413244
