OPTIM_ID,STEP_ID,PARTICLE_ID,PAR_NAME,INDEX,PAR_VALUE
0,0,0,vac_dist,0,0.0797328
0,0,0,vac_dist,1,0.210656
0,0,0,vac_dist,2,0.487279
0,0,0,vac_dist,3,0.222332
0,0,1,vac_dist,0,0.15648
0,0,1,vac_dist,1,0.24099
0,0,1,vac_dist,2,0.0692831
0,0,1,vac_dist,3,0.533247
0,0,2,vac_dist,0,0.0871753
0,0,2,vac_dist,1,0.00907636
0,0,2,vac_dist,2,0.584159
0,0,2,vac_dist,3,0.319589
0,0,3,vac_dist,0,0.178629
0,0,3,vac_dist,1,0.251396
0,0,3,vac_dist,2,0.125671
0,0,3,vac_dist,3,0.444305
0,0,4,vac_dist,0,0.259453
0,0,4,vac_dist,1,0.0806963
0,0,4,vac_dist,2,0.523493
0,0,4,vac_dist,3,0.136358
0,0,5,vac_dist,0,0.680851
0,0,5,vac_dist,1,0.105363
0,0,5,vac_dist,2,0.185398
0,0,5,vac_dist,3,0.028388
0,0,6,vac_dist,0,0.356453
0,0,6,vac_dist,1,0.157148
0,0,6,vac_dist,2,0.0703124
0,0,6,vac_dist,3,0.416086
0,0,7,vac_dist,0,0.123907
0,0,7,vac_dist,1,0.290688
0,0,7,vac_dist,2,0.00542925
0,0,7,vac_dist,3,0.579976
0,0,8,vac_dist,0,0.199216
0,0,8,vac_dist,1,0.0136503
0,0,8,vac_dist,2,0.484382
0,0,8,vac_dist,3,0.302752
0,0,9,vac_dist,0,0.289549
0,0,9,vac_dist,1,0.0471466
0,0,9,vac_dist,2,0.547909
0,0,9,vac_dist,3,0.115395
0,0,10,vac_dist,0,0.187369
0,0,10,vac_dist,1,0.297414
0,0,10,vac_dist,2,0.146878
0,0,10,vac_dist,3,0.368338
0,0,11,vac_dist,0,0.585133
0,0,11,vac_dist,1,0.0328878
0,0,11,vac_dist,2,0.243412
0,0,11,vac_dist,3,0.138568
0,0,12,vac_dist,0,0.00943421
0,0,12,vac_dist,1,0.117044
0,0,12,vac_dist,2,0.195156
0,0,12,vac_dist,3,0.678366
0,0,13,vac_dist,0,0.216182
0,0,13,vac_dist,1,0.278844
