OPTIM_ID,STEP_ID,PARTICLE_ID,PAR_NAME,INDEX,PAR_VALUE
0,0,0,vac_dist,0,0.220556
0,0,0,vac_dist,1,0.136141
0,0,0,vac_dist,2,0.597959
0,0,0,vac_dist,3,0.045344
0,0,1,vac_dist,0,0.0551883
0,0,1,vac_dist,1,0.0459333
0,0,1,vac_dist,2,0.0959686
0,0,1,vac_dist,3,0.80291
0,0,2,vac_dist,0,0.309727
0,0,2,vac_dist,1,0.0932247
0,0,2,vac_dist,2,0.376821
0,0,2,vac_dist,3,0.220227
0,0,3,vac_dist,0,0.472098
0,0,3,vac_dist,1,0.201665
0,0,3,vac_dist,2,0.273531
0,0,3,vac_dist,3,0.0527056
0,0,4,vac_dist,0,0.0848089
0,0,4,vac_dist,1,0.521809
0,0,4,vac_dist,2,0.195535
0,0,4,vac_dist,3,0.197847
0,0,5,vac_dist,0,0.0629112
0,0,5,vac_dist,1,0.226907
0,0,5,vac_dist,2,0.189365
0,0,5,vac_dist,3,0.520817
0,0,6,vac_dist,0,0.0512023
0,0,6,vac_dist,1,0.417983
0,0,6,vac_dist,2,0.298364
0,0,6,vac_dist,3,0.232451
0,0,7,vac_dist,0,0.324493
0,0,7,vac_dist,1,0.138139
0,0,7,vac_dist,2,0.168987
0,0,7,vac_dist,3,0.368382
0,0,8,vac_dist,0,0.477893
0,0,8,vac_dist,1,0.219137
0,0,8,vac_dist,2,0.074608
0,0,8,vac_dist,3,0.228362
0,0,9,vac_dist,0,0.0420278
0,0,9,vac_dist,1,0.0249525
0,0,9,vac_dist,2,0.426562
0,0,9,vac_dist,3,0.506457
0,0,10,vac_dist,0,0.132125
0,0,10,vac_dist,1,0.148214
0,0,10,vac_dist,2,0.512378
0,0,10,vac_dist,3,0.207284
0,0,11,vac_dist,0,0.144236
0,0,11,vac_dist,1,0.0267979
0,0,11,vac_dist,2,0.521775
0,0,11,vac_dist,3,0.307192
0,0,12,vac_dist,0,0.0649487
0,0,12,vac_dist,1,0.756797
0,0,12,vac_dist,2,0.00321173
0,0,12,vac_dist,3,0.175043
0,0,13,vac_dist,0,0.10253
0,0,13,vac_dist,1,0.601609
0,0,13,vac_dist,2,0.00885673
0,0,13,vac_dist,3,0.287004
0,0,14,vac_dist,0,0.425372
0,0,14,vac_dist,1,0.0377623
0,0,14,vac_dist,2,0.253744
0,0,14,vac_dist,3,0.283121
0,0,15,vac_dist,0,0.230722
0,0,15,vac_dist,1,0.113558
0,0,15,vac_dist,2,0.291425
0,0,15,vac_dist,3,0.364294
0,0,16,vac_dist,0,0.0969287
0,0,16,vac_dist,1,0.79225
0,0,16,vac_dist,2,0.0931113
0,0,16,vac_dist,3,0.0177104
0,0,17,vac_dist,0,0.0675148
0,0,17,vac_dist,1,0.775504
0,0,17,vac_dist,2,0.122077
0,0,17,vac_dist,3,0.0349035
0,0,18,vac_dist,0,0.0859586
0,0,18,vac_dist,1,0.186688
0,0,18,vac_dist,2,0.415396
0,0,18,vac_dist,3,0.311957
0,0,19,vac_dist,0,0.291412
0,0,19,vac_dist,1,0.0920716
0,0,19,vac_dist,2,0.0475334
0,0,19,vac_dist,3,0.568983
0,0,20,vac_dist,0,0.097214
0,0,20,vac_dist,1,0.553835
0,0,20,vac_dist,2,0.332032
0,0,20,vac_dist,3,0.0169193
0,0,21,vac_dist,0,0.240609
0,0,21,vac_dist,1,0.0794
0,0,21,vac_dist,2,0.540983
0,0,21,vac_dist,3,0.139008
0,0,22,vac_dist,0,0.181719
0,0,22,vac_dist,1,0.464682
0,0,22,vac_dist,2,0.213771
0,0,22,vac_dist,3,0.139828
0,0,23,vac_dist,0,0.19321
0,0,23,vac_dist,1,0.26292
0,0,23,vac_dist,2,0.0309762
0,0,23,vac_dist,3,0.512894
0,0,24,vac_dist,0,0.325176
0,0,24,vac_dist,1,0.124153
0,0,24,vac_dist,2,0.0807046
0,0,24,vac_dist,3,0.469966
0,0,25,vac_dist,0,0.282726
0,0,25,vac_dist,1,0.183962
0,0,25,vac_dist,2,0.167047
0,0,25,vac_dist,3,0.366264
0,0,26,vac_dist,0,0.0285865
0,0,26,vac_dist,1,0.661494
0,0,26,vac_dist,2,0.0176364
0,0,26,vac_dist,3,0.292283
0,0,27,vac_dist,0,0.0143736
0,0,27,vac_dist,1,0.163472
0,0,27,vac_dist,2,0.44545
0,0,27,vac_dist,3,0.376704
0,0,28,vac_dist,0,0.467828
0,0,28,vac_dist,1,0.0575096
0,0,28,vac_dist,2,0.259223
0,0,28,vac_dist,3,0.215439
0,0,29,vac_dist,0,0.753577
0,0,29,vac_dist,1,0.104457
0,0,29,vac_dist,2,0.0625679
0,0,29,vac_dist,3,0.0793987
0,0,30,vac_dist,0,0.553144
0,0,30,vac_dist,1,0.209179
0,0,30,vac_dist,2,0.0572504
0,0,30,vac_dist,3,0.180427
0,0,31,vac_dist,0,0.0207944
0,0,31,vac_dist,1,0.570437
0,0,31,vac_dist,2,0.0801021
0,0,31,vac_dist,3,0.328666
0,0,32,vac_dist,0,0.14586
0,0,32,vac_dist,1,0.531615
0,0,32,vac_dist,2,0.174607
0,0,32,vac_dist,3,0.147917
0,0,33,vac_dist,0,0.279713
0,0,33,vac_dist,1,0.190648
0,0,33,vac_dist,2,0.383715
0,0,33,vac_dist,3,0.145923
0,0,34,vac_dist,0,0.216917
0,0,34,vac_dist,1,0.421994
0,0,34,vac_dist,2,0.0213932
0,0,34,vac_dist,3,0.339696
0,0,35,vac_dist,0,0.335192
0,0,35,vac_dist,1,0.562829
0,0,35,vac_dist,2,0.0922883
0,0,35,vac_dist,3,0.00969094
0,0,36,vac_dist,0,0.260822
0,0,36,vac_dist,1,0.421271
0,0,36,vac_dist,2,0.153439
0,0,36,vac_dist,3,0.164468
0,0,37,vac_dist,0,0.0913499
0,0,37,vac_dist,1,0.205146
0,0,37,vac_dist,2,0.454907
0,0,37,vac_dist,3,0.248597
0,0,38,vac_dist,0,0.534816
0,0,38,vac_dist,1,0.0853973
0,0,38,vac_dist,2,0.219492
0,0,38,vac_dist,3,0.160295
0,0,39,vac_dist,0,0.501512
0,0,39,vac_dist,1,0.13705
0,0,39,vac_dist,2,0.244138
0,0,39,vac_dist,3,0.117301
0,0,40,vac_dist,0,0.459902
0,0,40,vac_dist,1,0.00132194
0,0,40,vac_dist,2,0.433621
